Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jalen McDaniels,SF,25,PHI,6,0,16.0,1.7,3.7,.455,0.3,0.7,.500,1.3,3.0,.444,.500,0.7,1.2,.571,1.3,2.3,3.7,1.0,0.5,0.0,0.2,2.2,4.3
Doug McDermott,SF,31,SAS,53,0,20.5,3.6,7.9,.459,1.8,4.4,.409,1.8,3.5,.525,.574,0.7,1.0,.745,0.3,1.8,2.2,1.5,0.2,0.1,0.9,1.8,9.8
JaVale McGee,C,35,DAL,36,7,8.1,1.8,2.9,.604,0.0,0.1,.250,1.8,2.8,.618,.608,0.5,0.9,.563,0.8,1.8,2.6,0.3,0.1,0.6,0.9,1.2,4.1
Bryce McGowens,SG,20,CHO,27,1,14.3,1.3,3.5,.379,0.4,1.2,.364,0.9,2.3,.387,.442,0.8,1.0,.786,0.3,1.3,1.7,1.0,0.3,0.1,0.6,0.8,3.9
Rodney McGruder,SG,31,DET,22,3,11.3,1.0,2.9,.365,0.8,2.0,.378,0.3,0.8,.333,.500,0.4,0.6,.692,0.5,0.9,1.4,0.7,0.3,0.0,0.3,0.7,3.3
Jordan McLaughlin,PG,26,MIN,26,0,15.2,1.3,3.3,.412,0.4,1.7,.227,1.0,1.6,.610,.471,0.3,0.4,.900,0.5,1.1,1.6,3.1,0.8,0.1,0.8,0.5,3.4
De'Anthony Melton,PG,24,PHI,57,48,28.2,3.7,8.7,.424,2.1,5.3,.398,1.6,3.4,.464,.545,0.8,1.1,.783,0.9,3.1,4.1,2.6,1.6,0.5,1.4,2.5,10.4
Chimezie Metu,C,25,SAC,47,0,11.1,2.1,3.4,.609,0.2,0.7,.258,1.9,2.8,.692,.634,0.7,0.9,.780,0.8,2.4,3.2,0.7,0.3,0.3,0.6,1.4,5.0
Khris Middleton,SF,31,MIL,19,7,21.4,4.8,11.5,.417,1.4,4.7,.289,3.4,6.7,.508,.477,2.4,2.6,.920,0.7,3.4,4.2,4.1,0.6,0.2,2.1,2.2,13.4
Patty Mills,PG,34,BRK,36,1,13.3,2.0,4.9,.412,1.2,3.2,.368,0.9,1.8,.492,.531,0.5,0.6,.905,0.2,0.8,1.0,1.3,0.4,0.1,0.6,0.8,5.8
Shake Milton,SG,26,PHI,56,9,20.7,3.3,6.8,.493,0.7,1.9,.383,2.6,4.9,.537,.547,1.4,1.6,.846,0.5,2.1,2.6,2.9,0.3,0.2,1.3,1.6,8.8
Josh Minott,SF,20,MIN,11,0,6.2,1.3,2.5,.519,0.1,0.4,.250,1.2,2.1,.565,.537,0.5,0.5,1.000,0.5,1.5,2.0,0.3,0.3,0.5,0.0,0.6,3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davion Mitchell,PG,24,SAC,59,5,17.8,2.2,4.9,.447,0.8,2.3,.326,1.4,2.6,.556,.524,0.3,0.4,.800,0.2,1.1,1.3,2.2,0.5,0.2,0.8,1.4,5.5
Donovan Mitchell,SG,26,CLE,53,53,35.4,9.5,19.8,.479,3.7,9.4,.389,5.8,10.4,.561,.571,4.5,5.2,.876,0.9,3.1,4.0,4.8,1.5,0.4,2.7,2.4,27.2
Evan Mobley,PF,21,CLE,62,62,34.1,6.5,11.9,.552,0.3,1.3,.220,6.3,10.5,.594,.565,2.6,3.7,.696,2.3,6.5,8.8,2.7,0.8,1.3,2.0,2.9,16.0
Isaiah Mobley,PF,23,CLE,9,0,2.9,0.4,0.9,.500,0.1,0.2,.500,0.3,0.7,.500,.563,0.0,0.0,,0.1,1.1,1.2,0.0,0.1,0.0,0.0,0.2,1.0
Chima Moneke,SF,27,SAC,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0
Malik Monk,SG,24,SAC,57,0,22.8,4.9,10.8,.455,1.8,5.2,.344,3.1,5.6,.558,.537,2.4,2.7,.901,0.5,2.1,2.6,3.8,0.6,0.2,2.0,1.6,14.0
Moses Moody,SG,20,GSW,47,3,13.9,1.7,3.9,.434,0.8,2.4,.333,0.9,1.4,.603,.538,0.7,0.9,.727,0.4,1.2,1.6,0.9,0.3,0.1,0.6,0.8,4.9
Wendell Moore Jr.,SG,21,MIN,24,2,5.8,0.6,1.5,.405,0.1,0.7,.125,0.5,0.9,.619,.432,0.2,0.2,.800,0.1,0.6,0.7,0.7,0.3,0.2,0.3,0.5,1.5
Ja Morant,PG,23,MEM,50,50,32.6,9.6,20.7,.463,1.6,5.2,.317,7.9,15.5,.512,.502,6.2,8.4,.741,1.1,4.8,5.9,8.1,1.1,0.3,3.5,1.7,27.0
Marcus Morris,PF,33,LAC,55,55,28.7,4.5,10.5,.432,1.9,5.1,.375,2.6,5.4,.485,.522,1.2,1.5,.780,0.4,3.7,4.1,1.8,0.6,0.4,0.9,2.2,12.2
Markieff Morris,PF,33,TOT,28,1,10.5,1.2,3.0,.405,0.8,1.8,.412,0.5,1.2,.394,.530,0.4,0.4,1.000,0.5,1.6,2.1,0.9,0.3,0.2,0.5,1.3,3.5
Markieff Morris,PF,33,BRK,27,1,10.6,1.2,3.0,.402,0.7,1.8,.408,0.5,1.2,.394,.524,0.4,0.4,1.000,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6
Markieff Morris,PF,33,DAL,1,0,9.0,1.0,2.0,.500,1.0,2.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0
Monte Morris,PG,27,WAS,51,51,28.1,4.0,8.2,.483,1.4,3.3,.406,2.6,4.9,.536,.565,1.1,1.3,.806,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.4,10.4
Trey Murphy III,SF,22,NOP,59,46,29.1,4.4,9.2,.475,2.1,5.5,.389,2.2,3.7,.603,.591,1.8,2.0,.908,0.8,2.8,3.6,1.3,1.0,0.5,0.8,2.0,12.7
Dejounte Murray,SG,26,ATL,56,56,36.4,8.4,18.1,.467,2.1,5.6,.367,6.4,12.4,.512,.524,2.0,2.4,.837,0.7,4.8,5.5,6.1,1.5,0.3,2.3,1.4,20.9
Jamal Murray,PG,25,DEN,48,48,32.6,7.3,16.1,.451,2.4,6.3,.384,4.8,9.8,.494,.526,3.0,3.6,.827,0.8,3.3,4.1,6.0,1.0,0.2,2.1,1.4,19.9
Keegan Murray,SF,22,SAC,58,56,29.7,4.3,9.7,.447,2.5,6.0,.414,1.8,3.7,.502,.576,0.9,1.1,.800,1.1,3.4,4.6,1.1,0.8,0.6,0.8,1.9,12.0
Mike Muscala,C,31,TOT,47,6,15.1,2.2,5.0,.445,1.4,3.6,.395,0.8,1.5,.565,.585,0.7,0.9,.780,0.5,2.7,3.2,0.9,0.3,0.4,0.3,1.7,6.6
Mike Muscala,C,31,OKC,43,5,14.5,2.1,4.7,.438,1.3,3.3,.394,0.8,1.4,.541,.576,0.7,0.9,.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2
Mike Muscala,C,31,BOS,4,1,22.0,4.0,8.3,.485,2.5,6.3,.400,1.5,2.0,.750,.636,0.3,0.5,.500,0.3,3.5,3.8,0.5,0.3,0.5,0.5,2.0,10.8
Svi Mykhailiuk,SF,25,TOT,15,0,4.7,0.7,1.7,.440,0.5,1.1,.500,0.2,0.6,.333,.600,0.2,0.4,.500,0.1,0.5,0.6,0.1,0.1,0.0,0.3,0.2,2.2
Svi Mykhailiuk,SF,25,NYK,13,0,3.1,0.5,0.9,.500,0.5,0.8,.600,0.0,0.2,.000,.750,0.2,0.4,.600,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6
Svi Mykhailiuk,SF,25,CHO,2,0,15.5,2.5,6.5,.385,1.0,3.0,.333,1.5,3.5,.429,.462,0.0,0.5,.000,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.0,6.0
Larry Nance Jr.,PF,30,NOP,50,1,22.3,3.2,5.3,.616,0.3,0.8,.342,3.0,4.5,.662,.641,1.0,1.4,.676,1.8,4.1,5.9,1.9,0.9,0.7,0.7,2.1,7.7
Andrew Nembhard,SG,23,IND,55,43,26.9,3.2,7.6,.422,1.2,3.5,.340,2.0,4.1,.493,.501,0.5,0.5,.867,0.5,2.2,2.7,4.1,1.0,0.2,1.7,2.6,8.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Nesmith,SF,23,IND,55,43,24.6,3.3,8.0,.416,1.5,4.2,.349,1.9,3.8,.490,.508,1.6,1.8,.870,0.8,2.9,3.8,1.2,0.8,0.4,0.9,3.4,9.7
Raul Neto,PG,30,CLE,41,1,10.2,1.1,2.2,.517,0.3,0.9,.333,0.8,1.3,.642,.584,0.6,0.6,.920,0.2,0.8,1.0,1.4,0.4,0.1,0.3,0.9,3.1
Georges Niang,PF,29,PHI,58,0,19.4,3.0,6.7,.442,2.1,5.2,.401,0.9,1.6,.578,.596,0.5,0.6,.875,0.3,2.1,2.4,1.1,0.4,0.2,0.7,1.9,8.5
Daishen Nix,PG,20,HOU,43,5,16.0,1.4,4.0,.349,0.8,2.5,.315,0.6,1.5,.406,.448,0.5,0.7,.710,0.3,1.4,1.7,2.5,0.7,0.1,1.4,1.0,4.1
Zeke Nnaji,PF,22,DEN,44,5,13.3,2.0,3.5,.572,0.3,1.0,.289,1.7,2.4,.692,.615,0.8,1.2,.667,1.3,1.0,2.3,0.3,0.3,0.4,0.5,1.8,5.1
Nerlens Noel,C,28,DET,14,3,10.9,0.9,2.1,.400,0.1,0.1,.500,0.8,2.0,.393,.417,0.5,0.7,.700,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3
Jaylen Nowell,SG,23,MIN,62,2,19.5,4.3,9.7,.446,1.1,3.6,.293,3.2,6.0,.537,.501,1.2,1.6,.784,0.5,2.1,2.6,2.0,0.6,0.1,1.0,1.5,10.9
Frank Ntilikina,PG,24,DAL,38,3,12.2,0.9,2.6,.347,0.3,1.4,.208,0.6,1.2,.511,.403,0.4,0.6,.636,0.2,1.2,1.3,1.2,0.3,0.1,0.7,1.3,2.4
Kendrick Nunn,SG-PG,27,TOT,52,2,14.5,2.7,6.5,.420,1.1,3.2,.337,1.7,3.3,.500,.503,0.5,0.6,.839,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.0
Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,6.4,.406,1.1,3.2,.325,1.6,3.2,.488,.488,0.4,0.5,.810,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7
Kendrick Nunn,PG,27,WAS,13,0,17.5,3.1,6.7,.460,1.2,3.1,.375,1.9,3.6,.532,.546,0.7,0.8,.900,0.5,1.5,2.0,2.5,0.6,0.0,1.2,1.1,8.0
Jusuf Nurkić,C,28,POR,45,45,27.3,5.2,9.8,.524,0.9,2.2,.390,4.3,7.6,.563,.568,2.6,3.8,.686,2.3,7.2,9.4,2.9,0.9,0.9,2.4,3.6,13.8
Jordan Nwora,SF,24,TOT,42,3,15.8,2.1,5.4,.390,1.0,2.8,.379,1.1,2.7,.402,.487,0.9,1.1,.826,0.7,2.4,3.2,1.1,0.4,0.2,0.9,0.9,6.2
Jordan Nwora,SF,24,MIL,38,3,15.7,2.0,5.2,.386,1.1,2.7,.392,0.9,2.5,.379,.487,1.0,1.1,.860,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0
Jordan Nwora,SF,24,IND,4,0,16.5,3.3,7.8,.419,1.0,3.5,.286,2.3,4.3,.529,.484,0.3,0.8,.333,0.5,3.5,4.0,2.3,0.8,0.0,0.8,0.5,7.8
Royce O'Neale,SF,29,BRK,57,52,33.0,3.1,7.9,.395,2.2,5.5,.402,0.9,2.4,.380,.535,0.6,0.8,.739,0.6,4.1,4.7,3.8,0.8,0.7,1.6,3.1,9.1
Chuma Okeke,SF,24,ORL,19,7,21.3,1.7,4.6,.364,0.9,3.2,.295,0.7,1.4,.519,.466,0.8,1.1,.762,1.1,3.0,4.1,1.4,0.6,0.5,0.5,1.8,5.2
Josh Okogie,SG,24,PHO,52,6,15.6,2.1,5.0,.424,0.8,2.2,.345,1.4,2.8,.486,.500,1.5,2.2,.699,1.5,1.8,3.3,1.2,0.7,0.4,0.9,1.5,6.6
Onyeka Okongwu,C,22,ATL,59,17,24.1,3.9,6.2,.635,0.0,0.1,.200,3.9,6.1,.641,.636,1.5,2.1,.746,2.6,4.7,7.4,1.0,0.7,1.3,1.0,3.3,9.4
Isaac Okoro,SF,22,CLE,64,34,21.2,2.3,4.6,.491,0.8,2.2,.355,1.5,2.4,.618,.577,1.0,1.4,.736,0.7,1.9,2.6,1.1,0.7,0.4,0.6,1.9,6.3
KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,.421,0.2,0.6,.333,0.3,0.5,.529,.513,0.2,0.2,.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3
Victor Oladipo,SG,30,MIA,29,1,27.6,3.8,9.6,.396,1.4,4.7,.292,2.4,4.9,.496,.468,1.5,2.0,.754,0.4,2.9,3.3,3.7,1.6,0.2,1.9,2.4,10.4
Kelly Olynyk,C,31,UTA,50,50,28.2,4.0,8.1,.495,1.5,3.6,.410,2.6,4.6,.561,.585,2.6,3.0,.842,1.3,4.1,5.4,3.3,1.0,0.6,2.2,3.8,12.1
Eugene Omoruyi,SF,25,OKC,23,2,11.8,1.9,4.1,.468,0.3,1.3,.258,1.6,2.7,.571,.511,0.7,1.2,.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedi Osman,SF,27,CLE,60,0,21.0,3.3,7.2,.453,1.4,4.1,.348,1.8,3.1,.591,.552,1.0,1.5,.659,0.3,2.0,2.3,1.6,0.5,0.1,0.7,1.6,8.9
Kelly Oubre Jr.,SF,27,CHO,38,30,31.9,7.3,17.2,.423,2.2,7.1,.310,5.1,10.0,.504,.488,2.9,4.0,.730,1.4,3.7,5.1,1.1,1.5,0.3,1.3,3.0,19.7
Chris Paul,PG,37,PHO,41,41,32.1,4.8,11.3,.429,1.6,4.1,.376,3.3,7.1,.459,.498,2.6,3.2,.817,0.4,3.8,4.2,8.9,1.5,0.4,2.1,2.2,13.8
Cameron Payne,PG,28,PHO,30,14,23.2,4.4,10.8,.410,1.7,4.5,.381,2.7,6.3,.432,.489,1.3,1.8,.736,0.3,2.0,2.4,4.9,0.9,0.2,2.0,2.1,11.9
Gary Payton II,PG,30,POR,15,1,17.0,1.6,2.7,.585,0.6,1.1,.529,1.0,1.6,.625,.695,0.3,0.3,1.000,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1
Theo Pinson,SG,27,DAL,33,0,7.2,0.6,1.8,.339,0.5,1.3,.357,0.2,0.5,.294,.466,0.3,0.3,.818,0.2,0.9,1.2,0.9,0.1,0.0,0.3,0.7,1.9
Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2.0,.333,0.2,0.5,.333,0.5,1.5,.333,.375,0.8,1.5,.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3
Mason Plumlee,C,32,TOT,60,58,28.1,4.6,6.8,.677,0.0,0.0,,4.6,6.8,.677,.677,2.8,4.5,.615,3.2,6.3,9.5,3.6,0.6,0.6,1.5,2.9,11.9
Mason Plumlee,C,32,CHO,56,56,28.5,4.7,7.1,.669,0.0,0.0,,4.7,7.1,.669,.669,2.8,4.6,.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2
Mason Plumlee,C,32,LAC,4,2,21.8,2.5,2.5,1.000,0.0,0.0,,2.5,2.5,1.000,1.000,2.8,3.5,.786,1.5,6.3,7.8,2.8,0.8,0.8,1.3,3.0,7.8
Jakob Poeltl,C,27,TOT,52,51,26.2,5.3,8.4,.632,0.0,0.0,.000,5.3,8.4,.633,.632,1.7,2.9,.586,3.3,5.8,9.1,3.0,0.9,1.2,1.9,2.7,12.3
Jakob Poeltl,C,27,SAS,46,46,26.1,5.2,8.4,.616,0.0,0.0,.000,5.2,8.4,.618,.616,1.7,2.8,.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1
Jakob Poeltl,C,27,TOR,6,5,27.2,6.2,8.2,.755,0.0,0.0,,6.2,8.2,.755,.755,1.8,3.8,.478,3.5,6.3,9.8,2.3,1.7,2.0,0.8,3.7,14.2
Aleksej Pokusevski,PF,21,OKC,31,25,21.8,3.5,7.8,.440,1.2,3.3,.376,2.2,4.6,.486,.519,0.7,1.1,.636,1.5,3.6,5.1,2.0,0.6,1.3,1.3,1.8,8.8
Jordan Poole,PG,23,GSW,61,38,30.7,7.0,16.1,.432,2.6,8.0,.330,4.4,8.2,.532,.514,4.1,4.7,.862,0.4,2.4,2.8,4.6,0.8,0.2,3.3,2.7,20.7
Kevin Porter Jr.,PG,22,HOU,40,40,34.0,6.7,15.4,.437,2.2,6.4,.346,4.5,9.0,.501,.509,3.5,4.6,.766,1.4,4.1,5.5,5.6,1.3,0.4,3.6,2.7,19.2
Michael Porter Jr.,SF,24,DEN,45,45,29.3,6.3,13.1,.480,3.0,7.3,.409,3.3,5.8,.569,.594,1.5,1.9,.800,0.9,4.5,5.4,1.0,0.6,0.5,1.1,2.2,17.0
Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,.500,0.8,2.1,.353,1.1,1.6,.692,.600,1.0,1.0,1.000,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5
Bobby Portis,PF,27,MIL,49,15,26.6,5.9,11.9,.501,1.2,3.6,.339,4.7,8.3,.570,.552,1.3,1.6,.844,2.6,7.4,10.0,1.8,0.4,0.2,1.2,1.7,14.4
Kristaps Porziņģis,C,27,WAS,51,51,32.6,7.4,15.2,.487,2.1,5.5,.376,5.3,9.7,.549,.555,5.9,7.0,.846,1.9,6.7,8.6,2.5,0.9,1.5,2.2,3.1,22.8
Micah Potter,PF,24,UTA,3,0,4.7,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.0,0.0,,0.3,0.7,1.0,0.7,0.0,0.0,0.0,0.7,1.3
Dwight Powell,C,31,DAL,57,45,19.9,2.6,3.6,.725,0.0,0.1,.000,2.6,3.5,.736,.725,1.6,2.4,.691,2.1,2.3,4.4,0.8,0.7,0.4,0.9,2.9,6.8
Norman Powell,SG,29,LAC,52,7,25.9,5.7,11.7,.484,2.1,4.9,.423,3.6,6.8,.528,.572,3.6,4.5,.804,0.4,2.6,3.0,1.8,0.8,0.3,1.7,2.0,17.0
Jason Preston,PG,23,LAC,13,0,9.4,1.4,3.2,.439,0.4,1.4,.278,1.0,1.8,.565,.500,0.0,0.2,.000,0.2,1.5,1.7,2.1,0.2,0.0,0.8,0.5,3.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,.346,0.8,3.0,.250,1.5,3.5,.429,.404,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0
Taurean Prince,SF,28,MIN,37,2,21.3,3.2,6.4,.496,1.4,3.4,.397,1.8,3.0,.609,.602,0.8,1.0,.833,0.3,2.1,2.4,1.6,0.5,0.4,1.2,2.4,8.5
Payton Pritchard,PG,25,BOS,43,2,12.5,1.8,4.5,.402,1.0,2.8,.342,0.9,1.7,.500,.508,0.2,0.3,.692,0.5,1.0,1.5,1.0,0.3,0.0,0.7,0.8,4.8
Trevelin Queen,SG,25,IND,7,0,10.0,1.0,4.1,.241,0.3,2.1,.133,0.7,2.0,.357,.276,0.7,0.7,1.000,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0
Neemias Queta,C,23,SAC,4,0,6.3,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.5,.000,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0
Immanuel Quickley,PG,23,NYK,62,10,27.8,4.5,10.2,.442,1.8,5.0,.358,2.7,5.3,.521,.529,2.1,2.5,.822,0.7,3.4,4.0,3.1,0.8,0.2,1.1,2.0,12.9
Julius Randle,PF,28,NYK,63,63,35.8,8.5,18.4,.463,2.8,8.1,.345,5.7,10.3,.556,.539,5.3,7.0,.758,2.1,8.4,10.5,4.1,0.7,0.3,2.8,3.0,25.1
Austin Reaves,SG,24,LAL,43,12,27.7,3.4,6.8,.502,1.2,3.3,.376,2.2,3.5,.620,.593,2.6,2.9,.873,0.6,2.4,3.0,2.2,0.5,0.3,1.3,1.7,10.6
Cam Reddish,SF,23,TOT,25,13,22.9,3.3,7.4,.451,1.1,3.4,.326,2.2,3.9,.561,.527,1.6,1.7,.907,0.4,1.3,1.7,1.3,0.9,0.4,0.8,1.7,9.3
Cam Reddish,SF,23,NYK,20,8,21.9,3.1,6.8,.449,0.9,2.8,.304,2.2,4.0,.550,.511,1.5,1.7,.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4
Cam Reddish,SF,23,POR,5,5,27.0,4.4,9.6,.458,2.2,6.0,.367,2.2,3.6,.611,.573,2.0,2.0,1.000,0.6,1.8,2.4,2.6,1.6,0.2,1.2,2.2,13.0
Davon Reed,SG,27,TOT,38,1,8.8,0.7,2.2,.329,0.4,1.2,.378,0.3,1.0,.270,.433,0.4,0.6,.667,0.3,1.3,1.5,0.6,0.4,0.1,0.5,1.0,2.3
Davon Reed,SG,27,DEN,35,1,9.0,0.7,2.3,.313,0.5,1.3,.364,0.3,1.0,.250,.413,0.4,0.6,.750,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1.0,2.3
Davon Reed,SG,27,LAL,3,0,6.0,0.7,0.7,1.000,0.3,0.3,1.000,0.3,0.3,1.000,1.250,0.3,1.3,.250,0.3,0.7,1.0,0.7,0.3,0.0,0.0,0.3,2.0
Paul Reed,C,23,PHI,47,0,9.5,1.3,2.3,.573,0.0,0.1,.000,1.3,2.3,.594,.573,0.4,0.5,.750,1.2,1.9,3.1,0.3,0.6,0.6,0.6,1.8,3.1
Naz Reid,C,23,MIN,55,11,18.1,4.3,8.0,.529,1.0,3.1,.329,3.2,4.9,.658,.594,1.1,1.6,.667,1.1,3.7,4.9,1.1,0.6,0.9,1.3,2.5,10.6
Jared Rhoden,SG,23,DET,1,0,12.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0
Nick Richards,C,25,CHO,48,0,17.4,3.0,4.9,.607,0.0,0.0,,3.0,4.9,.607,.607,2.1,2.8,.733,2.4,3.4,5.8,0.5,0.2,1.0,0.8,2.3,8.0
Josh Richardson,SG,29,TOT,47,9,24.2,4.2,9.5,.439,1.7,4.9,.349,2.5,4.6,.535,.529,1.3,1.5,.861,0.7,2.1,2.8,3.2,1.2,0.3,1.5,1.9,11.4
Josh Richardson,SG,29,SAS,42,6,23.7,4.2,9.7,.436,1.8,4.9,.357,2.5,4.7,.518,.527,1.3,1.4,.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5
Josh Richardson,SG,29,NOP,5,3,28.4,3.8,8.0,.475,1.2,4.4,.273,2.6,3.6,.722,.550,1.8,2.4,.750,0.2,2.2,2.4,2.8,3.2,0.6,1.2,3.8,10.6
Austin Rivers,SG,30,MIN,48,10,20.8,1.9,4.3,.446,0.9,2.5,.355,1.0,1.7,.578,.551,0.6,0.8,.769,0.1,1.6,1.7,1.5,0.6,0.1,0.5,1.7,5.3
Duncan Robinson,SF,28,MIA,31,0,17.7,2.2,6.1,.356,1.6,4.9,.320,0.6,1.1,.514,.487,0.6,0.7,.909,0.3,1.6,1.9,1.2,0.4,0.0,0.7,2.0,6.5
Mitchell Robinson,C,24,NYK,41,40,27.1,3.2,4.7,.696,0.0,0.0,,3.2,4.7,.696,.696,1.0,2.0,.482,4.2,4.9,9.2,0.9,0.9,1.8,0.5,2.9,7.5
Orlando Robinson,C,22,MIA,29,1,13.7,1.6,3.0,.535,0.0,0.2,.000,1.6,2.8,.568,.535,0.7,1.0,.724,1.5,2.6,4.1,0.7,0.4,0.4,0.5,1.8,3.9
Jeremiah Robinson-Earl,PF,22,OKC,31,18,20.1,2.9,6.3,.464,1.0,2.8,.341,2.0,3.5,.565,.541,0.9,1.1,.794,1.8,2.8,4.5,1.0,0.7,0.4,0.5,1.7,7.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Roby,PF,24,SAS,42,2,11.3,1.6,3.7,.432,0.4,1.4,.300,1.2,2.3,.516,.490,0.5,1.0,.488,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1
David Roddy,PF,21,MEM,48,1,17.4,2.4,5.7,.421,0.8,2.9,.292,1.6,2.8,.551,.495,0.6,1.0,.625,0.6,2.0,2.6,0.6,0.5,0.3,0.9,1.5,6.3
Ryan Rollins,PG,20,GSW,12,0,5.2,0.6,1.7,.350,0.3,0.8,.333,0.3,0.9,.364,.425,0.5,0.5,1.000,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9
Derrick Rose,PG,34,NYK,27,0,12.5,2.3,5.9,.384,0.7,2.3,.302,1.6,3.6,.438,.443,0.4,0.4,.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6
Terrence Ross,SG,31,TOT,45,9,22.4,3.2,7.3,.433,1.5,3.9,.373,1.7,3.4,.503,.534,0.4,0.5,.727,0.2,1.9,2.2,1.3,0.6,0.2,0.8,1.4,8.1
Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,.431,1.5,3.8,.381,1.6,3.3,.489,.533,0.4,0.5,.750,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0
Terrence Ross,SG,31,PHO,3,0,21.7,4.3,9.7,.448,1.7,5.7,.294,2.7,4.0,.667,.534,0.3,0.7,.500,0.3,3.7,4.0,2.0,0.3,0.0,0.0,2.7,10.7
Terry Rozier,SG,28,CHO,52,52,35.6,7.9,19.0,.414,2.7,8.1,.329,5.2,10.9,.478,.484,2.9,3.6,.827,0.9,3.3,4.2,4.8,1.1,0.3,2.1,1.9,21.4
Ricky Rubio,PG,32,CLE,16,0,16.7,1.7,5.5,.307,0.8,3.1,.265,0.9,2.4,.359,.381,0.9,1.3,.750,0.3,2.1,2.3,3.5,1.1,0.1,0.8,1.6,5.1
D'Angelo Russell,PG,26,TOT,58,58,32.4,6.2,13.3,.464,2.7,6.8,.389,3.5,6.4,.543,.564,2.6,3.1,.850,0.5,2.6,3.1,6.1,1.1,0.4,2.6,2.1,17.6
D'Angelo Russell,PG,26,MIN,54,54,32.9,6.3,13.5,.465,2.7,7.0,.391,3.5,6.4,.546,.567,2.6,3.1,.856,0.5,2.5,3.1,6.2,1.1,0.4,2.7,2.2,17.9
D'Angelo Russell,PG,26,LAL,4,4,24.8,4.8,10.8,.442,1.5,4.3,.353,3.3,6.5,.500,.512,2.5,3.3,.769,0.5,3.0,3.5,5.0,0.3,0.0,1.5,1.3,13.5
Matt Ryan,SF,25,TOT,32,0,9.5,1.3,3.3,.374,1.0,2.6,.386,0.3,0.8,.333,.523,0.3,0.4,.833,0.1,0.7,0.8,0.5,0.2,0.0,0.2,0.8,3.8
Matt Ryan,SF,25,LAL,12,0,10.8,1.3,4.1,.306,1.1,2.9,.371,0.2,1.2,.143,.439,0.3,0.4,.800,0.2,1.0,1.2,0.3,0.2,0.0,0.3,1.2,3.9
